,title,network,imdb_rating,num_imdb_ratings,rt_critic_rating,genres,tv_rating,release_year,runtime_mins,imdb_url,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,game-show,history,horror,music,musical,mystery,news,reality-tv,romance,sci-fi,short,sport,talk-show,thriller,war,western
208,Louie,FX,8.5,72556,94,"['comedy', 'drama']",TV-MA,2010,22,https://www.imdb.com/title/tt1492966/,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,The Night Of,HBO,8.5,108319,94,"['crime', 'drama', 'mystery']",TV-MA,2016,52,https://www.imdb.com/title/tt2401256/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211,Big Little Lies,HBO,8.5,135667,89,"['crime', 'drama', 'mystery']",TV-MA,2017,60,https://www.imdb.com/title/tt3920596/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,Impractical Jokers,TruTV,8.5,30811,96,"['comedy', 'reality-tv']",TV-14,2011,30,https://www.imdb.com/title/tt2100976/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
214,Silicon Valley,HBO,8.5,116879,94,['comedy'],TV-MA,2014,28,https://www.imdb.com/title/tt2575988/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Endeavour,PBS,8.5,16316,86,"['crime', 'drama', 'mystery']",TV-14,2012,89,https://www.imdb.com/title/tt2701582/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,Detectorists,Acorn,8.5,9448,100,['comedy'],unrated,2014,30,https://www.imdb.com/title/tt4082744/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Horace and Pete,louisck.net,8.5,14035,96,"['comedy', 'drama']",TV-MA,2016,67,https://www.imdb.com/title/tt5425186/,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Spartacus: Gods of the Arena,Starz,8.5,121267,57,"['action', 'adventure', 'biography', 'drama', 'history', 'romance']",TV-MA,2011,33,https://www.imdb.com/title/tt1758429/,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,Letterkenny,Hulu,8.5,10842,93,['comedy'],TV-MA,2016,30,https://www.imdb.com/title/tt4647692/,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,The Punisher,Netflix,8.5,167369,63,"['action', 'adventure', 'crime', 'drama', 'sci-fi', 'thriller']",TV-MA,2017,53,https://www.imdb.com/title/tt5675620/,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
223,Hannibal,NBC,8.5,212958,92,"['crime', 'drama', 'horror', 'mystery', 'thriller']",TV-14,2013,44,https://www.imdb.com/title/tt2243973/,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
227,The Family Man,Amazon Prime Video,8.5,17160,93,"['action', 'comedy', 'drama']",unrated,2019,45,https://www.imdb.com/title/tt9544034/,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Queer Eye,Netflix,8.5,13206,91,['reality-tv'],TV-14,2018,45,https://www.imdb.com/title/tt7259746/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
229,Erased,Netflix,8.5,21474,100,"['animation', 'drama', 'fantasy', 'mystery', 'sci-fi', 'thriller']",TV-14,2016,30,https://www.imdb.com/title/tt5249462/,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
230,Spartacus,Starz,8.5,213959,67,"['action', 'adventure', 'biography', 'drama', 'history', 'romance']",TV-MA,2010,55,https://www.imdb.com/title/tt1442449/,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,Pose,FX,8.5,14383,96,['drama'],TV-MA,2018,60,https://www.imdb.com/title/tt7562112/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,The Dark Crystal: Age of Resistance,Netflix,8.5,18230,88,"['adventure', 'drama', 'family', 'fantasy', 'sci-fi']",TV-PG,2019,60,https://www.imdb.com/title/tt6905542/,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,My Hero Academia,Crunchyroll ,8.5,24780,100,"['animation', 'action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",TV-14,2016,24,https://www.imdb.com/title/tt5626028/,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,Luther,BBC,8.4,113587,88,"['crime', 'drama', 'mystery', 'thriller']",TV-MA,2010,60,https://www.imdb.com/title/tt1474684/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
235,The Knick,Cinemax,8.4,41494,92,"['drama', 'history']",TV-MA,2014,58,https://www.imdb.com/title/tt2937900/,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Wentworth,Channel 5,8.4,15792,98,"['crime', 'drama']",TV-MA,2013,45,https://www.imdb.com/title/tt2433738/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Generation War,ZDF,8.4,23639,100,"['action', 'drama', 'history', 'war']",TV-MA,2013,14,https://www.imdb.com/title/tt1883092/,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,Inside No. 9,BBC Two,8.4,10718,100,"['comedy', 'drama', 'horror']",TV-MA,2014,30,https://www.imdb.com/title/tt2674806/,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,American Crime Story,FX,8.4,74208,93,"['biography', 'crime', 'drama']",TV-MA,2016,42,https://www.imdb.com/title/tt2788432/,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Delhi Crime,Netflix,8.4,8273,92,"['crime', 'drama']",unrated,2019,50,https://www.imdb.com/title/tt9398466/,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
